idx,en,vn,word_type,word_type_vn
9382,hepatometry,"đo gan, trắc nghiệm gan ",n,danh từ
9383,hepatomphalocele,thoát vị gan qua rốn,n,danh từ
9384,hepatomphalos,thoát vị gan gần rốn,n,danh từ
9385,hepatonephric,gan-thận,a,tính từ
9386,hepatonephromegaly,to gan-thận,n,danh từ
9387,hepatopath,mắc bệnh gan (người ),n,danh từ
9388,hepatopathy,gan,n,danh từ
9389,hepatoperitonitis,viêm màng bụng gan,n,danh từ
9390,hepatopetal,hướng gan,a,tính từ
9391,hepatopexy,cố định gan,n,danh từ
9392,hepatophage,thực bào gan,n,danh từ
9393,hepatophlebitis,viêm tĩnh mạch gan,n,danh từ
9394,hepatophlebography,chụp tĩnh mach gan,n,danh từ
9395,hepatophlebotomy,hút máu gan,n,danh từ
9396,hepatopleural,gan-màng phổi,a,tính từ
9397,hepatopneumonic,gan-phổi,a,tính từ
9398,hepatoportal,hệ tĩnh mạch cửa gan,a,tính từ
9399,hepatoptosis,sa gan,n,danh từ
9400,hepatorenal,gan-thận,a,tính từ
9401,hepatorrhagia,"xuất huyết gan, chảy máu gan",n,danh từ
9402,hepatorrhaphy,khâu gan,n,danh từ
9403,hepatorrhexis,2. đa tiết mật,n,danh từ
9404,hepatoscan,"bản đồ scan gan, bản nhấp nháy đồ gan",n,danh từ
9405,hepatoscopy,kiểm tra gan,n,danh từ
9406,hepatosis,bệnh chức năng gan,n,danh từ
9407,hepatosolenotropic,hướng tiểu quản mật,a,tính từ
9408,hepatosplenitis,viêm gan lách,n,danh từ
9409,hepatosplenography,chụp gan lách,n,danh từ
9410,hepatosplenomegaly,to gan lách,n,danh từ
9411,hepatosplenometry,đo gan lách,n,danh từ
9412,hepatosplenopathy,bệnh gan lách,n,danh từ
9413,hepatostomy,mở thông gan,n,danh từ
9414,hepatotherapy,liệu pháp cao gan,n,danh từ
9415,hepatotomy,mở gan,n,danh từ
9416,hepatotoxemia,nhiễm độc huyết do gan,n,danh từ
9417,hepatotoxic,độc hại gan,a,tính từ
9418,hepatotoxicity,độc hại gan,n,danh từ
9419,hepatotoxin,độc tố hoại gan,n,danh từ
9420,hepatotropic,hướng gan,a,tính từ
9421,heptad,nguyên tố hóa trị bảy,n,danh từ
9422,heptadactylia,"bảy ngón (bàn chân, bàn tay)",n,danh từ
9423,heptavalent,hóa trị bảy,a,tính từ
9424,heptoglobin,heptoglobin,n,danh từ
9425,heptoglobinemia,heptoglobin-huyết,n,danh từ
9426,heptose,heptose,n,danh từ
9427,heptosuria,heptose-niệu,n,danh từ
9428,herbal,thảo dược ; thảo dược thư,"n,a","danh từ, tính từ"
9429,herbalist,thảo dược gia,n,danh từ
9430,herbicide,diệt cỏ (chất),n,danh từ
9431,herbivore,động vật ăn cỏ,n,danh từ
9432,herbivorous,ăn cỏ,a,tính từ
9433,hereditary,di truyền,a,tính từ
9434,heredity,di truyền,n,danh từ
9435,heredoataxia,thất điều di truyền,n,danh từ
9436,heredodegeneration,thoái hóa di truyền,n,danh từ
9437,heredodiathesis,thể tạng di truyền,n,danh từ
9438,heredofamilial,di truyền gia đình,a,tính từ
9439,heredoimmunity,miễn dịch di truyền,n,danh từ
9440,heredoinfection,nhiễm khuẩn di truyền,n,danh từ
9441,heredopathia,bệnh di truyền,n,danh từ
9442,heredosyphilology,di truyền giang mai học,n,danh từ
9443,heritability,"khả năng di truyền, tỷ lệ di truyền, sức di truyền",n,danh từ
9444,heritable,khả năng di truyền (có),a,tính từ
9445,hermaphrodite,"lưỡng tính (người, thể)",n,danh từ
9446,hermaphroditism,lưỡng tính,n,danh từ
9447,hermetic,kín,a,tính từ
9448,hermetically,thật kín,ad,ad
9449,herniated,lồi ra;  thoát vị (bị),a,tính từ
9450,herniation,"lồi , hình thành thoát vị ",n,danh từ
9451,hernioappendectomy,mở thoát vị-cắt bỏ ruột thừa,n,danh từ
9452,hernioenterotomy,mở thoát vị-ruột,n,danh từ
9453,hernioid,dạng thoát vị,a,tính từ
9454,herniolaparotomy,mở bụng trị thoát vị,n,danh từ
9455,herniology,thoát vị học,n,danh từ
9456,hernioplasty,nắn thoát vị,n,danh từ
9457,herniopuncture,chọc thoát vị,n,danh từ
9458,herniorrhaphy,khâu thoát vị,n,danh từ
9459,herniotomy,mở thoát vị,n,danh từ
9460,heroic,mạnh liều,a,tính từ
9461,heroin,heroin,n,danh từ
9462,heroinism,nghiện heroin,n,danh từ
9463,herpangina,viêm họng mụn nước,n,danh từ
9464,herpes,"ecpet, mụn rộp",n,danh từ
9465,herpesvirus,virut ecpet,n,danh từ
9466,herpetic,ecpet,a,tính từ
9467,herpetiform,dạng ecpet,a,tính từ
9468,herpetism,thể tạng ecpet,n,danh từ
9469,herpetologist,động vật học gia bò sát (hay lưỡng cư),n,danh từ
9470,herpetology,động vật học bò sát (hay lưỡng cư),n,danh từ
9471,herpetophobia,sợ bò sát (ám),n,danh từ
9472,hersage,chẽ sợi dây thần kinh,n,danh từ
9473,hertz,Hec (Lý),n,danh từ
9474,heteradelphus,liên thai không đồng đều (to nhỏ),n,danh từ
9475,heteralius,liên thai không đồng đều tột mức,n,danh từ
9476,heterauxesis,sinh trưởng không đồng đều,n,danh từ
9477,heteraxial,nhiều trục không đồng đều,a,tính từ
9478,heterecious,"ký sinh nhiều túc chủ, dị thê",a,tính từ
9479,heterecism,ký sinh nhiều túc chủ,n,danh từ
9480,heterergic,"hiệu quả khác nhau, dị hiệu",a,tính từ
9481,heteresthesia,sai biệt cảm giác,n,danh từ
9482,heteroagglutination,phản ứng ngưng kết dị loại,n,danh từ
9483,heteroagglutinin,ngưng kết tố dị loại,n,danh từ
9484,heteroalbumose,heteroalbumose,n,danh từ
9485,heteroalbumosuria,heteroalbumose-niệu,n,danh từ
9486,heteroantibody,kháng thể dị loại,n,danh từ
9487,heteroantigen,kháng nguyên dị loại,n,danh từ
9488,heteroatom,dị nguyên tử,n,danh từ
9489,heteroautoplasty,ghép mô bản thân khác chỗ,n,danh từ
9490,heteroblastic,"phát sinh từ mô dị loại, dị sinh",a,tính từ
9491,heterocellular,tế bào dị loại,a,tính từ
9492,heterocentric,dị tâm,a,tính từ
9493,heterocephalus,quái thai hai đầu to nhỏ,n,danh từ
9494,heterochiral,tương phản phải trái,a,tính từ
9495,heterochromatin,"heterochromatin , dị nhiễm sắc chất",n,danh từ
9496,heterochromatinization heterochromatization,heterochromatin hóa,n,danh từ
9497,heterochromia,"dị sắc, tạp sắc ",n,danh từ
9498,heterochromosome,"dị nhiễm sắc thể, nhiễm sắc thể giới tính",n,danh từ
9499,heterochromous,dị sắc,a,tính từ
9501,heterochthonous,trương lực không đều,a,tính từ
9502,heterochylia,dịch vị đột biến,n,danh từ
9503,heterocinesia,động tác dị thường,n,danh từ
9504,heterocladic,nối khác nhánh (chỉ các nhánh cuối động mạch),a,tính từ
9505,heterocomplement,bổ thể dị loại,n,danh từ
9506,heterocrine,tạp tiết,a,tính từ
9507,heterocrisis,cơn bệnh dị thường,n,danh từ
9508,heterocyclic,dị vòng,a,tính từ
9509,heterocytotoxin,độc tố hoại tế bào dị loại,n,danh từ
9510,heterocytotropic,ưa tế bào dị loại,a,tính từ
9511,heterodermic,da người khác (ghép),a,tính từ
9512,heterodesmotic,nối những phần khác nhau (của hệ thần kinh),a,tính từ
9513,heterodimer,heterodimer,n,danh từ
9514,heterodont,răng khác loại,a,tính từ
9515,heterodromous,chuyển động ngược chiều,a,tính từ
9516,heterodymus,liên thai đầu dính ngực,n,danh từ
9517,heteroecious,khác túc chủ,a,tính từ
9518,heteroerotism,"dị dục tình, tình dục hướng khác giới  ",n,danh từ
9519,heterofermentation,lên men khác kiểu,n,danh từ
9520,heterogamety,sinh dị giao tử,n,danh từ
9521,heteroganglionic,gian hạch thần kinh,a,tính từ
9522,heterogeneity,"dị loại, không đồng nhất ",n,danh từ
9523,heterogenote,tế bào khác gen,n,danh từ
9524,heterogeusia,vị giác dị thường,n,danh từ
9525,heterograft,mảnh ghép dị loại,n,danh từ
9526,heterography,viết khác chữ (so với ý định),n,danh từ
9527,heterohemagglutination,ngưng kết hồng cầu dị loài,n,danh từ
9528,heterohemagglutinin,"ngưng kết tố dị loại, huyết ngưng kết tố dị loại ",n,danh từ
9529,heterohemolysin,dung huyết tố dị loại,n,danh từ
9530,heteroimmune,miễn dịch dị loại,a,tính từ
9531,heteroimmunity,miễn dịch dị loại,n,danh từ
9532,heteroinfection,nhiễm khuẩn ngoại lai,n,danh từ
9533,heteroinoculable,có thể truyền chủng dị thể,a,tính từ
9534,heteroinoculation,truyền chủng dị thể  (truyền qua da người khác),n,danh từ
9535,heterointoxication,ngộ độc ngoại lai,n,danh từ
9536,heterokaryon,"thề khác nhân , dị hạch thể  (thể chỉ tế bào hay sợi nấm) ",n,danh từ
9537,heterokaryosis,"hình thành dị hạch thể , thể khác nhân ",n,danh từ
9538,heterokeratoplasty,tạo hình giác mạc dị loại,n,danh từ
9539,heterokinesis,dị hóa phân phối nhiễm sắc thể giới tính,n,danh từ
9540,heterolateral,bên đối diện,a,tính từ
9541,heteroliteral,"thác âm, đọc sai âm (thay chữ trong từ)",a,tính từ
9542,heterolith,kết thể ruột phi khoáng chất,n,danh từ
9543,heterologous,"dị chủng, dị loại, dị hệ",a,tính từ
9544,heterolysin,dung tố dị loại,n,danh từ
9545,heterolysosome,thể tiêu bào khác loại,n,danh từ
9546,heteromastigote,"có lông roi khác nhau, dị tiên mao",a,tính từ
9547,heteromeric,khác bên (mõm tế bào thần kinh),a,tính từ
9548,heterometaplasia,sinh sản mô dị vị,n,danh từ
9549,heterometropia,khác khúc xạ của hai mắt,n,danh từ
9550,heteromorphosis,"dị hình hóa, hình thành dị hình, biến dị hình thái",n,danh từ
9551,heteromorphous,"dị hình, dị thái",a,tính từ
9553,heteronymous,"khác bên, khác tên, đối lập nhau",a,tính từ
9554,hetero-osteoplasty,ghép xương khác loại,n,danh từ
9555,hetero-ovular,"dị noãn, nhị noãn, lưỡng hợp tử",a,tính từ
9556,heteropagus,liên thai mất cân đối,n,danh từ
9557,heteropancreatism,loạn năng tụy,n,danh từ
9558,heterophagosome,dị thể thực bào,n,danh từ
9559,heterophagy,thực dị vật,n,danh từ
9560,heterophany,"biểu hiện khác kiểu , biều hiện khác nhau ",n,danh từ
9561,heterophasia,nói lạc từ,n,danh từ
9562,heterophile,dị ái,a,tính từ
9564,heterophonia,âm thanh dị thường (giọng vịt đực),n,danh từ
9565,heterophoralgia,lác ẩn đau,n,danh từ
9566,heterophthalmia,hai mắt khác nhau (hướng trục hoặc màu sắc),n,danh từ
9567,heterophyiasis,sán Heterophyes,n,danh từ
9568,heteroplasia,"dị tái sinh, dị sản",n,danh từ
9569,heteroplasm,"dị mô, mô dị loại",n,danh từ
9570,heteroplastid,miếng ghép khác loại,n,danh từ
9571,heteroplasty,ghép khác loại,n,danh từ
9572,heteroploid,dị bội thể,"n,a","danh từ, tính từ"
9573,heteroploidy,dị bội,n,danh từ
9574,heteropodal,"khác gai, khác nhánh (tế bào thần kinh)",a,tính từ
9575,heteroprosopus,liên thai một đầu hai mặt,n,danh từ
9576,heteropsia,thị lực không đều (cả hai mắt),n,danh từ
9577,heteropsychologic,tâm lý phi ngã,a,tính từ
9578,Heteroptera,Cánh khác (phụ bộ côn trùng ),n,danh từ
9579,heteroptics,thị giác dị thường,n,danh từ
9580,heteroscope,kiểm tra lác ẩn (máy đo),n,danh từ
9582,heteroserotherapy,huyết thanh liệu pháp khác loại,n,danh từ
9583,heterosexual,khác giới tính,a,tính từ
9584,heterosexuality,tình dục hướng khác giới tính,n,danh từ
9585,heterosis,ưu thế lai,n,danh từ
9586,heterosmia,"khứu giác dị  thường, loạn khứu giác",n,danh từ
9587,heterosome,"dị nhiễm sắc thể, nhiễm sắc thể giới tính",n,danh từ
9588,heterospore,"dị bào tử, bào tử dị hình (có hai dạng bào tử )",n,danh từ
9589,heterosporous,bào tử dị hình (có),a,tính từ
9590,heterosuggestion,ám thị do người khác,n,danh từ
9591,heterotherapy,phi đặc hiệu liệu pháp,n,danh từ
9592,heterotherm,"biến nhiệt (động vật), động vật máu lạnh",n,danh từ
9593,heterotransplantation,ghép khác loại,n,danh từ
9594,heterotrichosis,mọc lông nhiều màu,n,danh từ
9595,heterotrimer,dị trime (Hóa),n,danh từ
9596,heterotroph,sinh vật dị dưỡng,n,danh từ
9597,heterotrophia,dị dưỡng,n,danh từ
9598,heterotrophic,"dị dưỡng , sinh vật dị dưởng ",a,tính từ
9599,heterotropia,lác,n,danh từ
9600,heterotropic,hướng dị tính (thuộc một loại enzym dị lập thể),a,tính từ
9601,heterotypic,dị kiểu,a,tính từ
9602,heterotypical,"dị kiểu, giảm phân sơ cấp",a,tính từ
9603,heterovaccine,vacxin dị loại,n,danh từ
9604,heteroxenous,"khác vật chủ, đa vật chủ",a,tính từ
9605,heterozoic,động vật khác loài,a,tính từ
9606,heterozygosis,dị hợp,n,danh từ
9607,heterozygosity,dị hợp,n,danh từ
9608,heterozygote,dị hợp tử,n,danh từ
9609,heterozygous,dị hợp,a,tính từ
9610,heuristic,"để khám phá,hướng dẫn phát minh",a,tính từ
9611,hexabasic,hexabasic,a,tính từ
9612,hexadactyly,sáu ngón (dị tật),n,danh từ
9613,hexaene,hexaene (hợp chất có sáu liên kết kép),n,danh từ
9614,hexaploid,lục bội thể,n,danh từ
9615,Hexapoda,"Sâu bọ (lớp), Sáu chân (lớp)",n,danh từ
9616,hexavalent,hóa trị sáu,a,tính từ
9617,hexenmilch,sữa trẻ sơ sinh,nan,nan
9618,hiatal,"lỗ, khe, hõm ",a,tính từ
9619,hiation,ngáp,n,danh từ
9620,hiatopexia,"cố định lỗ, tu sửa lỗ  ",n,danh từ
9621,hiatus,"lỗ, khe, hõm",n,danh từ
9622,hibernation,"đông miên, ngủ đông",n,danh từ
9623,hibernoma,u mỡ kiểu đông miên,n,danh từ
9624,hidebound,bó chặt da (trong bệnh cứng bì),a,tính từ
9625,hidradenitis,viêm tuyến mồ hôi,n,danh từ
9626,hidradenocarcinoma,caxinoma tuyến mồ hôi,n,danh từ
9627,hidradenoid,dạng tuyến mồ hôi,a,tính từ
9628,hidradenoma,u tuyến mồ hôi,n,danh từ
9629,hidroacanthoma,u gai tuyến mồ hôi,n,danh từ
9630,hidrocystoma,u nang tuyến mồ hôi,n,danh từ
9631,hidrorrhea,đa tiết mồ hôi,n,danh từ
9632,hidrosadenitis,viêm tuyến mồ hôi,n,danh từ
9633,hidroschesis,không tiết mồ hôi,n,danh từ
9634,hidrotic,gây tiết mồ hôi (thuốc),"n,a","danh từ, tính từ"
9635,hiemal,mùa đông,a,tính từ
9636,hieralgia,đau xương cùng,n,danh từ
9637,hierolisthesis,"lạc vị xương cùng, trược xương cùng ",n,danh từ
9638,hilar,rốn,a,tính từ
9639,hilitis,viêm rốn,n,danh từ
9640,hillock,gò,n,danh từ
9641,hilum,rốn,n,danh từ
9642,himantosis,kéo dài lưỡi gà,n,danh từ
9643,hindbrain,"trám não, não sau",n,danh từ
9644,hindfoot,phần sau bàn chân,n,danh từ
9645,hindgut,đoạn cuối ruột phôi,n,danh từ
9646,hind-kidney,hậu thận,n,danh từ
9647,hinge-bow,cung mặt bản lề (RHM),n,danh từ
9648,hip,háng,n,danh từ
9649,hippo,ipéca,n,danh từ
9650,hippocampal,cá ngựa,a,tính từ
9651,hippocampus,"cá ngựa, sừng Ammon",n,danh từ
9652,Hippocrates,Hippocrate,n,danh từ
9653,hippocratic,Hippocrate,a,tính từ
9654,Hippocratic Oath,lời thề Hippocrate,n,danh từ
9655,hippocratism,Hippocrate (trường phái),n,danh từ
9656,hippocratist,Hippocrate (học giả ),n,danh từ
9657,hippuria,hippuric-niệu,n,danh từ
9658,hippus,nháy đồng tử,n,danh từ
9659,hircismus,hôi nách,n,danh từ
9660,hirsute,rậm lông,a,tính từ
9661,hirsutism,rậm lông  (ở phụ nữ),n,danh từ
9662,hirudin,hirudin,n,danh từ
9663,hirudiniasis,"đỉa chui vào mồm, đỉa bám",n,danh từ
9664,hirudinize,hirudin (tiêm),v,động từ
9665,histamine,histamin,n,danh từ
9666,histaminemia,histamin-huyết,n,danh từ
9667,histaminergic,tiết histamin,a,tính từ
9668,histaminia,sốc histamin,n,danh từ
9669,histanoxia,thiếu oxy mô,n,danh từ
9670,histic,mô,a,tính từ
9671,histidine,histidin,n,danh từ
9672,histidinemia,histidin-huyết,n,danh từ
9673,histidinuria,histidin-niệu,n,danh từ
9674,histioblast,nguyên mô bào,n,danh từ
9675,histiocytoma,u mô bào,n,danh từ
9676,histiocytomatosis,"tích lipid , bệnh lưới nội mô",n,danh từ
9677,histiocytosis,mô bào-huyết,n,danh từ
9678,histio-irritative,kích thích mô liên kết,a,tính từ
9679,histionic,mô,a,tính từ
9680,histochemotherapy,mô hóa học liệu pháp,n,danh từ
9681,histochromatosis,bệnh lưới-nội mô,n,danh từ
9682,histoclastic,phá hủy mô,a,tính từ
9683,histoclinical,mô lâm sàng,a,tính từ
9684,histocyte,mô bào,n,danh từ
9685,histodiagnosis,mô chẩn đoán,n,danh từ
9686,histodialysis,phân giải mô,n,danh từ
9687,histodifferentiation,biệt hóa mô,n,danh từ
9688,histofluorescence,huỳnh quang mô,n,danh từ
9689,histogenous,"do mô, nguồn gốc từ mô",a,tính từ
9690,histogram,biểu đồ hình trụ,n,danh từ
9691,histography,mô tả mô,n,danh từ
9692,histohematogenous,hình thành do mô và máu,a,tính từ
9693,histohydria,thừa nước trong mô,n,danh từ
9694,histohypoxia,giảm oxy mô,n,danh từ
9696,histokinesis,vận động mô,n,danh từ
9697,histologist,mô học gia,n,danh từ
9698,histolysate,dung giải mô (chất),n,danh từ
9699,histoma,u mô,n,danh từ
